,country,ccode,year,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,participants,protesteridentity,sources,notes,protesterdemands,stateresponses,countryCode,ccYear,urbanpop,gdpgrowth,inflation,gdppercap,salariedEmployment,vulnerableEmployment
1088,Panama,95,2019,0,0,,,,,,,,nan,,,,.,.,PAN,"PAN,2019",42.8992991776641,2.97971546082071,-0.355083821021212,15774.2549406847,59.189998626709,37.3200016021729
1096,Colombia,100,1991,1,1,13.0,8.0,1991.0,14.0,8.0,1991.0,0.0,200000,teachers,"xinhua general news service, august 14, 1991, wednesday, colombian state teachers start 48 hour strike ;",general strike,police brutality-labor wage dispute,accomodation,COL,"COL,1991",33.0419415321754,2.00160759679279,30.348440545809,1456.69435734689,46.6500015258789,48.0400009155274
1097,Colombia,100,1991,1,2,24.0,8.0,1991.0,24.0,8.0,1991.0,0.0,30000,farm workers,"agence france presse, august 25, 1991, news, thousands block colombian highway demanding basic needs from government ;",blocking roads,"political behavior, process",ignore,COL,"COL,1991",33.0419415321754,2.00160759679279,30.348440545809,1456.69435734689,46.6500015258789,48.0400009155274
1098,Colombia,100,1991,1,3,30.0,9.0,1991.0,30.0,9.0,1991.0,0.0,30000,court employees,"the independent, september 30, 1991, monday, foreign news page; page 11, judges strike ;",general strike for better protection,"political behavior, process",ignore,COL,"COL,1991",33.0419415321754,2.00160759679279,30.348440545809,1456.69435734689,46.6500015258789,48.0400009155274
1099,Colombia,100,1991,1,4,17.0,10.0,1991.0,17.0,10.0,1991.0,0.0,200000,state workers,"xinhua general news service, october 17, 1991, thursday, colombian state workers strike against mass layoffs ;",general strike,"political behavior, process",ignore,COL,"COL,1991",33.0419415321754,2.00160759679279,30.348440545809,1456.69435734689,46.6500015258789,48.0400009155274
1100,Colombia,100,1991,1,5,27.0,11.0,1991.0,27.0,11.0,1991.0,0.0,30000,court employees,"the new york times, november 28, 1991, thursday, section a; page 3; column 4; foreign desk, colombia judges call strike to protest killing of 7 aides ;",general strike,"political behavior, process",ignore,COL,"COL,1991",33.0419415321754,2.00160759679279,30.348440545809,1456.69435734689,46.6500015258789,48.0400009155274
1101,Colombia,100,1992,1,1,10.0,2.0,1992.0,10.0,2.0,1992.0,0.0,50,residents of the villa del prado region,"bbc summary of world broadcasts, february 13, 1992, thursday, part 4 the middle east, africa and latin america, colombia bogota paralysed by protesters ;",people blocked the entrances and exits on the northern highway in protest at the mayor s ignoring of their request for a bridge,"political behavior, process",ignore,COL,"COL,1992",33.2593925008733,4.04492943774078,27.0305636040751,1697.11293600516,46.6800003051758,47.9999990463257
1102,Colombia,100,1992,1,2,10.0,2.0,1992.0,10.0,2.0,1992.0,0.0,50,"workers of the telephone, energy and water enterprises, and civil registry office and bank employees","bbc summary of world broadcasts, february 13, 1992, thursday, part 4 the middle east, africa and latin america, colombia bogota paralysed by protesters ;",workers against privatization,"political behavior, process",ignore,COL,"COL,1992",33.2593925008733,4.04492943774078,27.0305636040751,1697.11293600516,46.6800003051758,47.9999990463257
1103,Colombia,100,1992,1,3,23.0,4.0,1992.0,29.0,4.0,1992.0,0.0,14000,telephone workers,"agence france presse, april 24, 1992, news, colombia cut off from the rest of the world ; agence france presse, april 29, 1992, news, colombian telecommunications still out despite end of strike ; agence france presse, april 29, 1992, news, ;",general strike against privatization,"political behavior, process",accomodation,COL,"COL,1992",33.2593925008733,4.04492943774078,27.0305636040751,1697.11293600516,46.6800003051758,47.9999990463257
1104,Colombia,100,1992,1,4,22.0,9.0,1992.0,22.0,9.0,1992.0,0.0,50,secret judges,"xinhua general news service, september 22, 1992, tuesday, colombian secret judges in antioquia go on strike ;",general strike,"political behavior, process",ignore,COL,"COL,1992",33.2593925008733,4.04492943774078,27.0305636040751,1697.11293600516,46.6800003051758,47.9999990463257
1105,Colombia,100,1992,1,5,10.0,10.0,1992.0,10.0,12.0,1992.0,0.0,50,indians and peasants,"bbc summary of world broadcasts, october 12, 1992, monday, part 4 the middle east, africa and latin america, colombia 10,000 indians and peasants evicted from highway following protests ;",blocking highway,"political behavior, process",crowd dispersal,COL,"COL,1992",33.2593925008733,4.04492943774078,27.0305636040751,1697.11293600516,46.6800003051758,47.9999990463257
1106,Colombia,100,1993,1,1,18.0,2.0,1993.0,18.0,2.0,1993.0,0.0,1000,workers and teachers,"the houston chronicle, february 18, 1993, thursday, a; world briefs; pg. 19, world briefs ;",general strike against privatization,"political behavior, process",ignore,COL,"COL,1993",33.4850500717101,5.38540993856773,22.4413214627327,1893.54221193734,46.7700004577637,47.8500003814698
1107,Colombia,100,1993,1,2,6.0,3.0,1993.0,9.0,3.0,1993.0,0.0,25000,banana workers,"united press international, march 6, 1993, saturday, international, colombia banana workers strike over rebel attacks ; wall street journal, march 9, 1993, tuesday, section a; page 15, column 5, world wire: banana strike begins in colombia ;",general strike,"political behavior, process",ignore,COL,"COL,1993",33.4850500717101,5.38540993856773,22.4413214627327,1893.54221193734,46.7700004577637,47.8500003814698
1108,Colombia,100,1993,1,3,18.0,5.0,1993.0,31.0,5.0,1993.0,0.0,200000,teachers,"the record kitchener waterloo, ontario , may 27, 1993 thursday, source: reuter, 50,000 teachers protest in bogota ; agence france presse, may 31, 1993, front; pg. a5, colombian teachers on strike ;",general strike,"political behavior, process",ignore,COL,"COL,1993",33.4850500717101,5.38540993856773,22.4413214627327,1893.54221193734,46.7700004577637,47.8500003814698
1109,Colombia,100,1993,1,4,26.0,5.0,1993.0,26.0,5.0,1993.0,0.0,50000,teachers,"the record kitchener waterloo, ontario , may 27, 1993 thursday, source: reuter, 50,000 teachers protest in bogota ;colombian teachers on strike agence france presse english, 120 words","santafe de bogota, may 31 afp some 240,000 striking teachers said monday that they have no intention of returning to work, although the government said the two week old dispute was close to settlement. some seven million public school pupils have had no classes for the past two weeks because of the protest by teachers at government plans to alter the system of social security contributions. the government said saturday that a resolution was close, but a teachers spokesman said that the government s latest proposal offered nothing new and that the strike would continue. data says 50,000 teachers while this article says 240,000.","political behavior, process",ignore,COL,"COL,1993",33.4850500717101,5.38540993856773,22.4413214627327,1893.54221193734,46.7700004577637,47.8500003814698
1110,Colombia,100,1993,1,5,17.0,9.0,1993.0,17.0,9.0,1993.0,0.0,1000,workers,"agence france presse, september 17, 1993, news, guerrillas stage attacks during workers peace march ;","colombian guerrillas blew up three oilpipes, several buses and fought with government troops thursday as workers staged peace demonstrations all around the country, officials said...rebel violence, however, failed to deter thousands of workers who marched for peace and social justice around the country, officials said. labor unions, who organized the demonstrations, said they had originally intended to stage a national strike on thursday, but dropped the plan last week when it became obvious the cgsb wanted to capitalize on the protest movement.","political behavior, process",ignore,COL,"COL,1993",33.4850500717101,5.38540993856773,22.4413214627327,1893.54221193734,46.7700004577637,47.8500003814698
1111,Colombia,100,1993,1,6,11.0,10.0,1993.0,11.0,10.0,1993.0,0.0,100,inhabitants of bogota s ciudad bolivar district,"united press international, october 11, 1993, monday, international, colombian police break up demonstration ;","riot police used tear gas monday to disperse hundreds of demonstrators in southern bogota who were protesting about the lack of public services in their district. inhabitants of bogota s ciudad bolivar district erected barricades to obstruct traffic along two of the city s principal avenues. police and troops removed the barricades after dispersing the protesters, but the area remained unusually quiet as motorists feared being attacked with stones.","political behavior, process",crowd dispersal,COL,"COL,1993",33.4850500717101,5.38540993856773,22.4413214627327,1893.54221193734,46.7700004577637,47.8500003814698
